	TF	target	importance	regulation	rho
1009978	MLLT10	RABGAP1L	2.0877115469234977	1	0.8184133156406409
1010019	MLLT10	MICAL3	1.8066871755640832	1	0.8047981134099118
1010037	MLLT10	TTC3	3.5770253659808	1	0.8452413286112576
1010096	MLLT10	DENND4A	2.78762938088603	1	0.8162729709127616
1010141	MLLT10	ARID4B	1.0450926656824002	1	0.801776685741853
1010192	MLLT10	CHD9	1.1527111707780573	1	0.838374733651682
1010194	MLLT10	SSBP2	3.3202083944654395	1	0.8041788518324973
1010284	MLLT10	HECTD4	2.9675165673850565	1	0.8216694305547697
1010396	MLLT10	FAM172A	3.121556284243196	1	0.8273504251929712
1010403	MLLT10	TAOK1	1.9253641776770023	1	0.8201867371214924
1010515	MLLT10	SRPK2	3.0969783776908635	1	0.8215642124490669
1010674	MLLT10	BTBD9	2.946906613854628	1	0.8114315034432906
1010740	MLLT10	GRIA2	3.144480301513935	1	0.8545491821783144
1010854	MLLT10	MAST4	1.914122736504969	1	0.8210792787083238
1010899	MLLT10	SIPA1L1	2.955385242737416	1	0.8035609613100977
1010944	MLLT10	VEZT	1.9895347429060009	1	0.8036045671604022
1010946	MLLT10	KAT6B	3.134854902028751	1	0.815438615769184
1011038	MLLT10	LUC7L2	1.9909943351652155	1	0.8290953945920564
1011103	MLLT10	NEBL	0.7856604839677996	1	0.8047164115891184
1011199	MLLT10	NCOR1	1.9636045086551384	1	0.8229249390712257
1011233	MLLT10	DST	0.0206243616907299	1	0.8115992946603064
1011345	MLLT10	LRRC7	1.9657774923024804	1	0.8048959514893019
1011468	MLLT10	CPEB3	3.037229616789668	1	0.8232178350327387
1011471	MLLT10	AKT3	3.033392261322767	1	0.8714034514549865
1011477	MLLT10	ZNF292	3.0342422629044687	1	0.8314866422041615
1011501	MLLT10	SPECC1	3.025400105910948	1	0.8291635592236024
1011576	MLLT10	PTPRA	1.956131854324873	1	0.815825525734786
1011610	MLLT10	CDC42BPA	0.7519653441719127	1	0.8269563383775284
1011620	MLLT10	SCAPER	0.751831536747334	1	0.8113237929822406
1011639	MLLT10	GIGYF2	3.085278681317259	1	0.8029771975380492
1011646	MLLT10	SRGAP3	2.99304855965746	1	0.8038892944664294
1011663	MLLT10	FAM168A	2.998117674288859	1	0.8041814426275442
1011728	MLLT10	APC	0.6989869760653799	1	0.8136377260109355
1011745	MLLT10	PAFAH1B1	2.9865314884775658	1	0.8165672624854242
1011840	MLLT10	NR3C2	3.062816061643063	1	0.8079713242150665
1011949	MLLT10	PPP1R12A	3.0589067751802697	1	0.8168794960501587
1012031	MLLT10	UBN2	1.9457730952432708	1	0.8031853619055837
1012058	MLLT10	MAPT	3.0028989090275098	1	0.8096199302509997
1012196	MLLT10	PHC3	0.8639447893086867	1	0.808789198602439
1012202	MLLT10	GPATCH8	3.266260939223401	1	0.8420408735045434
1012251	MLLT10	GTF2I	3.2623862080655743	1	0.8389345171520354
1012286	MLLT10	CPEB4	0.8621367426190207	1	0.8160789609891017
1012362	MLLT10	RFX3	2.9012646131686672	1	0.8469795778905251
1012489	MLLT10	NPEPPS	3.240788640997064	1	0.8112224742988579
1012505	MLLT10	LUC7L3	0.8467197432273951	1	0.8097994734279085
1012581	MLLT10	MALAT1	1.865221800789062	1	0.888655959049835
1012648	MLLT10	SBF2	1.8669024621725685	1	0.8419278781478073
1012711	MLLT10	DENND5B	3.3169012856465354	1	0.8062968792126645
1012726	MLLT10	ADGRL3	3.309358253479434	1	0.8462816601741814
1012858	MLLT10	TRIM9	2.885926600828015	1	0.8375105050930266
1012871	MLLT10	CDK13	2.885058692685763	1	0.8311427596939528
1012872	MLLT10	RHOT1	2.028711440284757	1	0.8010415398828609
1012982	MLLT10	PSPC1	0.875396976503702	1	0.8190699959125664
1012986	MLLT10	PTPN4	3.2870939124440417	1	0.8173532739011203
1012993	MLLT10	NRG3	1.8702820773709887	1	0.8264099255485359
1013037	MLLT10	RBM26	2.9268181923737675	1	0.8535472714370397
1013093	MLLT10	ZDHHC21	2.9289295870076324	1	0.8277844157174815
1013216	MLLT10	SMG1	3.189080768399022	1	0.8001860004001745
1013231	MLLT10	WDFY3	3.188131820282141	1	0.8393411942628779
1013245	MLLT10	DMD	3.1682068247617288	1	0.805011215658046
1013366	MLLT10	ZCCHC7	0.8082675607642876	1	0.8006961324677578
1013413	MLLT10	KIAA1109	2.001999751915944	1	0.8211928209985747
1013469	MLLT10	SETD2	2.9327689109434507	1	0.8144093033254052
1013477	MLLT10	OGA	2.0080079850289074	1	0.8017677460034863
1013504	MLLT10	ATG7	2.0148835462209176	1	0.8107421814555127
1013522	MLLT10	RAPGEF2	2.9114662336470234	1	0.8054221182052939
1013535	MLLT10	ARID1B	1.8916965843733708	1	0.8599654512821238
1013632	MLLT10	HERC4	2.9054532139248628	1	0.8126878651950069
1013635	MLLT10	USP34	3.226585499322198	1	0.8557201559954323
1013657	MLLT10	KANSL1	3.2224313239529754	1	0.8601908866115782
1013679	MLLT10	NAV3	2.909560712590125	1	0.8197635334912753
1013767	MLLT10	PPP6R3	1.8966002010549252	1	0.8155020681019103
1013876	MLLT10	EHBP1	3.2145085280241514	1	0.8250258383369042
1013955	MLLT10	ARHGEF12	1.4897142871667952	1	0.8206863478002726
1014021	MLLT10	TNKS	1.4933009355303375	1	0.8127228162397834
1014068	MLLT10	RABEP1	2.6840061604130714	1	0.8061848077456659
1014107	MLLT10	PCNX1	1.2503636536623306	1	0.8101978722270011
1014162	MLLT10	UBR2	1.720214129692722	1	0.8105957132059315
1014228	MLLT10	STAG1	1.245600760165112	1	0.8034406368327608
1014237	MLLT10	GOLGA4	1.5007277228444182	1	0.817214367016559
1014440	MLLT10	PNISR	0.5571065065853997	1	0.8292981492041077
1014509	MLLT10	DYRK1A	1.470883583165144	1	0.8214747158328813
1014589	MLLT10	VPS13D	2.184077329466947	1	0.8099359126000087
1014605	MLLT10	CLIP1	2.74021863136401	1	0.8059048610289594
1014736	MLLT10	RSF1	1.5388426064759728	1	0.8089717235121816
1014747	MLLT10	MACF1	0.1683716617123759	1	0.8259821041854105
1014755	MLLT10	BIRC6	1.5618741444531783	1	0.8451185922824379
1014804	MLLT10	FTX	2.671925527977293	1	0.8708171510779736
1014861	MLLT10	BTRC	1.761832455512946	1	0.8142740214877384
1014923	MLLT10	PUM2	1.7579728542375332	1	0.8024047724078158
1014957	MLLT10	MKLN1	1.518326820843216	1	0.8471361236633002
1015016	MLLT10	STXBP5	1.7194871101309184	1	0.8425261727209582
1015020	MLLT10	TNRC6C	1.7577444885302946	1	0.822983871704898
1015037	MLLT10	RUFY3	2.179642554289163	1	0.8429582710618979
1015059	MLLT10	HMGB1	1.5313893535405605	1	0.8072260288745043
1015112	MLLT10	TRIO	1.5347787286322605	1	0.8190443286979896
1015160	MLLT10	TRIM44	1.5244175150532036	1	0.8035700856169191
1015214	MLLT10	ASH1L	1.4608459659754789	1	0.8329446466361295
1015219	MLLT10	AFF4	1.3938039719654096	1	0.8049619401682325
1015240	MLLT10	UBE2K	1.3920750299711837	1	0.8075012496466311
1015300	MLLT10	AUTS2	1.38425831383255	1	0.8045243183764786
1015436	MLLT10	ASB3	0.5507430906731438	1	0.8080483349376633
1015475	MLLT10	GNAQ	1.3966506012834807	1	0.8365647765995575
1015483	MLLT10	FBXL17	2.1530484490152606	1	0.822518249497976
1015488	MLLT10	DLG2	2.153159011971195	1	0.8570521296466023
1015494	MLLT10	ANKS1B	1.4008199136222488	1	0.8077171809181046
1015495	MLLT10	TNRC6B	1.7431459869858772	1	0.8676085351273816
1015508	MLLT10	MAGI2	1.4016959797296449	1	0.8111356550003126
1015528	MLLT10	RBM39	1.3222475892307592	1	0.808025412367916
1015573	MLLT10	C20orf194	2.708082958020277	1	0.8391097859196425
1015625	MLLT10	UTY	0.2916926640685862	1	0.8085111648337724
1015686	MLLT10	KIF1B	1.3561991042139472	1	0.8546482354902203
1015722	MLLT10	MYCBP2	2.704908859423114	1	0.8434074269431727
1015752	MLLT10	NSD3	1.73499245257961	1	0.8317884508018745
1015768	MLLT10	ATRX	1.3759860340589576	1	0.838556572761071
1015772	MLLT10	CHD6	1.7395150348741986	1	0.80519162661901
1015793	MLLT10	ATXN1	1.370738670569256	1	0.8113280699954976
1015927	MLLT10	DNM1L	2.1698676561711294	1	0.8088752908080352
1015936	MLLT10	KMT2A	0.2895968461316596	1	0.8039164918985895
1015964	MLLT10	ITFG1	1.4404418756968758	1	0.825147474974407
1015973	MLLT10	SOS1	1.4425823538163824	1	0.8050348032713288
1015983	MLLT10	ATXN10	2.71984550125432	1	0.8180540781402726
1016053	MLLT10	ADGRB3	2.6904227353993044	1	0.8390150607413919
1016071	MLLT10	JAK1	2.6904838009562835	1	0.8011521000653328
1016174	MLLT10	ACACA	1.4151811669130083	1	0.8153694985810449
1016299	MLLT10	KCNMA1	1.744712373953624	1	0.8012859375645701
1016326	MLLT10	TARBP1	1.4304244250750529	1	0.8068383594208152
1016333	MLLT10	KDM4C	1.4309433823823638	1	0.8116536347513651
1016407	MLLT10	RERE	1.3041590674847563	1	0.8136243121459824
1016470	MLLT10	ARNT2	0.1634347529027385	1	0.8324587197447071
1016488	MLLT10	PPP6R2	1.6582519736399803	1	0.8005955525170333
1016492	MLLT10	MYO5A	1.6585455020710689	1	0.8066960191648046
1016494	MLLT10	CLASP1	1.764535589070633	1	0.8472431904640101
1016615	MLLT10	NRXN1	1.657732986822118	1	0.8204501277096715
1016709	MLLT10	SPTBN1	1.7042554464452797	1	0.8277554467554389
1016794	MLLT10	R3HDM2	1.1804658203022549	1	0.8042153136059885
1016881	MLLT10	MNAT1	1.6021059717837942	1	0.8090459031090876
1016886	MLLT10	GABRB1	1.1745884901862391	1	0.8008250842999178
1016923	MLLT10	CAMTA1	1.641608520814141	1	0.8515865503316498
1016991	MLLT10	N4BP2L2	1.6422956008107048	1	0.8536939628790718
1016996	MLLT10	DOP1A	2.7554529778083463	1	0.804843941401828
1017017	MLLT10	PI4KA	2.7529605168519664	1	0.8031982704910599
1017026	MLLT10	AHI1	1.765112356248035	1	0.8133992312298849
1017066	MLLT10	CADM2	1.1788007823522366	1	0.8196722176291725
1017115	MLLT10	JMJD1C	2.7465566245962423	1	0.8533623722097754
1017137	MLLT10	DENND1A	1.65012591738837	1	0.8135162959530244
1017207	MLLT10	PRKN	1.5750724632435966	1	0.8332454635469347
1017220	MLLT10	SENP6	1.6144374865881432	1	0.8299709808796202
1017231	MLLT10	NCAM1	1.6889738200238311	1	0.8251547142423445
1017246	MLLT10	NBAS	1.7126901608151546	1	0.8089867062916413
1017321	MLLT10	TMCC1	2.1266585663753217	1	0.8175665900859399
1017351	MLLT10	ZNF148	1.1536128804293344	1	0.8211638218046026
1017362	MLLT10	ARHGAP32	2.748891297525753	1	0.8263926207606243
1017364	MLLT10	SPIRE1	2.6596080399005126	1	0.8195801373087178
1017435	MLLT10	SRSF11	2.1987970601503206	1	0.8267348534860395
1017532	MLLT10	MAP4K3	1.2014513762274224	1	0.8233923625619715
1017651	MLLT10	NF1	1.1651238650764333	1	0.8426071862681109
1017655	MLLT10	AKAP9	1.6772679708369451	1	0.8100317163496944
1017688	MLLT10	ATP9B	1.5780959568985689	1	0.8094487489049532
1017697	MLLT10	NCKAP1	1.7630538685580903	1	0.8264266891952731
1017712	MLLT10	PPFIA2	2.7430377189905686	1	0.8150569177478485
1020335	MSC	APOC3	7.845295593865231	1	1.0
1020390	MSC	LINC01879	7.845295593865231	1	1.0
1054621	MYEF2	NAV3	0.7228662835571084	1	0.8133944807574405
1055413	MYEF2	MBD5	0.7090147679764538	1	0.8075571453844965
1056416	MYEF2	FAM155A	1.1859775645713178	1	0.8044009932201815
1056476	MYEF2	ADGRB3	0.5902990119829807	1	0.8092484866429244
1057202	MYEF2	FTX	1.2019560335593638	1	0.8216810042493964
1057227	MYEF2	RBFOX2	2.244911215293985	1	0.8106609908336743
1057314	MYEF2	DANT2	0.5845031798110814	1	0.8066449780345846
1057661	MYEF2	TNRC6A	0.5837061204190022	1	0.8087214431518854
1059904	MYEF2	TRIM9	1.2968324551430308	1	0.818405011018031
1061984	MYEF2	MAPK10	0.0180013474292509	1	0.803531110151027
1062739	MYOD1	AC106028.4	4.913471475719652	1	1.0
1096131	NF1	PHF14	0.905645983183372	1	0.8290363749685681
1096133	NF1	MACF1	0.0180948398698701	1	0.8189479491065184
1096134	NF1	CHD6	0.9244732795440832	1	0.8170398908772882
1096265	NF1	UBE3C	2.249402651362699	1	0.814629453122025
1096297	NF1	KIAA1109	1.1621175411000486	1	0.8266096477305098
1096369	NF1	ZFAND3	0.2186011816760096	1	0.8412621010414121
1096449	NF1	PDS5A	2.2557217635101554	1	0.8231534192862807
1096466	NF1	FAM172A	1.1326405765424077	1	0.8379185103527738
1096492	NF1	MBD5	2.1966965513072165	1	0.857586429674315
1096520	NF1	HDAC8	3.858472858299365	1	0.8027956985254416
1096595	NF1	PCM1	1.1008177214138972	1	0.8491341692964921
1096826	NF1	WDPCP	0.38288274601036	1	0.8091778035144033
1096840	NF1	LUC7L2	0.9257692206186456	1	0.835209041247165
1096915	NF1	CTNND2	0.1209614907912226	1	0.8601451599918591
1096978	NF1	ATRX	1.1199422166844155	1	0.8407521851495495
1097028	NF1	RUFY3	0.5332597452405146	1	0.8491496822545936
1097041	NF1	UBR3	1.2133744170833805	1	0.8535376154588219
1097047	NF1	POU2F1	0.1719169804899777	1	0.818257436585991
1097072	NF1	KMT2E	1.1874865025514176	1	0.8342252137127982
1097144	NF1	BRAF	1.2145087999495354	1	0.8271310843465653
1097222	NF1	TNRC6B	2.2116114372242066	1	0.8740626205590751
1097278	NF1	POGZ	0.9144638596581696	1	0.8004797190484538
1097326	NF1	NALCN	0.2677037183506349	1	0.8068428653773452
1097327	NF1	TRIM9	0.9045822909640334	1	0.828088697211715
1097344	NF1	ADGRB3	1.7339050652054635	1	0.8213355778568682
1097353	NF1	ANKRD12	1.140799736828488	1	0.8319665938566854
1097361	NF1	WDFY3	1.1654670110670988	1	0.848381786855533
1097396	NF1	ITFG1	1.1459208175896038	1	0.8380820160421051
1097580	NF1	EHBP1	0.1693542594653862	1	0.8035279026220248
1097631	NF1	MLLT10	1.384380243438143	1	0.8426071862681109
1097632	NF1	VWA8	2.359962911629049	1	0.8189424487203365
1097777	NF1	SPIRE1	2.200085372067301	1	0.8067896451600716
1097872	NF1	EVI5	0.3568408963506164	1	0.8051221023190686
1097898	NF1	NSD3	1.1141277004179175	1	0.8270519928833269
1097903	NF1	ZCCHC7	1.1477442581765454	1	0.8148880489109067
1097927	NF1	SETD2	0.9209059807670744	1	0.8016328712349322
1097985	NF1	TNKS	1.1351039632331996	1	0.8302078049102278
1098070	NF1	KLHL24	1.112324586990476	1	0.8049388470423642
1098173	NF1	VPS13C	2.618291773038849	1	0.8480689784129135
1098225	NF1	TRIM44	2.348698563883991	1	0.8251130994020559
1098265	NF1	LUC7L3	0.9155690596767648	1	0.8172174382167907
1098409	NF1	MED13	0.2142908473733943	1	0.8150276823276826
1098470	NF1	TCF4	0.5284055524291211	1	0.8542765973711675
1098490	NF1	VPS13D	0.3885051451038668	1	0.8144882254432833
1098517	NF1	ANKRD36	1.3801275255491532	1	0.8105442909146227
1098607	NF1	CCSER2	1.7754562442189523	1	0.8125560479263327
1098608	NF1	KDM4C	0.4626806153500417	1	0.8316547485916526
1098631	NF1	CPLANE1	0.5060394283877702	1	0.8122127828383687
1098762	NF1	DDX17	1.1074296639791634	1	0.8544100710142469
1098784	NF1	KMT2A	1.106810926511742	1	0.8112687902660457
1098790	NF1	PPP6R3	0.922919025376505	1	0.8429059447795777
1098821	NF1	NCOA2	2.1264189404922726	1	0.8204112587320389
1098838	NF1	ADGRL3	0.274919022597157	1	0.8472244180016814
1099119	NF1	HERC1	0.9590087418190708	1	0.8194747810330745
1099210	NF1	VPS13B	0.9625340067837422	1	0.8420945472268674
1099307	NF1	RABGAP1L	2.326142995041373	1	0.8205990341601096
1099321	NF1	GTF2I	1.8150979871543973	1	0.841076599723403
1099341	NF1	SPIN1	2.7910617411713137	1	0.8111014976629439
1099355	NF1	UBE3A	0.3644577502182181	1	0.8016012675085327
1099392	NF1	UTY	1.0055640598874946	1	0.826924278311484
1099428	NF1	NPEPPS	0.1059799063186474	1	0.8042662544444529
1099485	NF1	BIRC6	1.025485247526599	1	0.865474725657318
1099527	NF1	FER	1.3375958397506726	1	0.8360681111288903
1099687	NF1	PCCA	1.029826377679158	1	0.8221668914574923
1099705	NF1	ZDHHC21	1.0227770421331923	1	0.8306173598011156
1099717	NF1	MNAT1	2.2880374768302776	1	0.8115314094885897
1099744	NF1	DMXL1	0.5606056462387249	1	0.8090314331295108
1099748	NF1	APC	0.0582319463359318	1	0.8027842342510778
1099865	NF1	PUM2	1.0190576129829805	1	0.8083685599589063
1099993	NF1	ZNF292	0.4833290737832789	1	0.8401206493445857
1100080	NF1	TENT2	0.9553809486628156	1	0.8068860408741929
1100121	NF1	ZNF148	1.3029313850991513	1	0.8178104355387936
1100130	NF1	NKTR	0.9731130927931712	1	0.8267372334883822
1100211	NF1	CHD9	0.984409282604847	1	0.8476361968604902
1100278	NF1	LCOR	1.3000151040134096	1	0.8158744585634332
1100285	NF1	SRPK2	0.9891069625778952	1	0.8170898155764852
1100331	NF1	ARGLU1	1.3192641317070393	1	0.8147208358587035
1100416	NF1	CLASP1	2.110781656322262	1	0.8494963585660479
1100425	NF1	HECTD1	0.9879258524890264	1	0.8036730083947207
1100438	NF1	TBC1D5	1.3140496259349024	1	0.8592674255565814
1100486	NF1	AHI1	0.9762043281449164	1	0.8095521162302163
1100549	NF1	MALAT1	0.2617780069944829	1	0.9003273169653995
1100572	NF1	TNRC6A	2.3152245964555123	1	0.8586045987389282
1100660	NF1	PNISR	0.1841551121495444	1	0.8243428483987005
1100664	NF1	AFF4	0.3664173107045943	1	0.8079305704055051
1100731	NF1	MAST4	1.3150837494637997	1	0.8007751327493875
1100767	NF1	HELZ	0.9981772222239832	1	0.8004829606631035
1100873	NF1	KANSL1	1.2927422978202567	1	0.8708704264605697
1100890	NF1	BPTF	0.9976013327009058	1	0.8213278586454503
1100966	NF1	DOCK3	0.9636346419234066	1	0.8239761153299074
1101003	NF1	CUL1	1.2892512123256772	1	0.8018169110896182
1101187	NF1	HMGB1	2.1123040776418707	1	0.8249754538799843
1101199	NF1	HERC4	1.3197990148216998	1	0.8039958079263875
1101222	NF1	ANKRD17	0.4771286423610788	1	0.8622295785467049
1101231	NF1	AGO3	0.9910039911512885	1	0.8116741927869883
1101504	NF1	AUTS2	1.0686697241577126	1	0.8269165806440313
1101511	NF1	TTC28	1.3604724214552142	1	0.8086815275970428
1101626	NF1	GPHN	0.4072611147307591	1	0.866001053461095
1101687	NF1	SMARCA2	1.072517521229436	1	0.8044094367099395
1101709	NF1	ZNF280D	2.0655737636120444	1	0.819694639315847
1101824	NF1	COG5	0.4906490941902298	1	0.8128706134431188
1101945	NF1	GRIA2	0.6086240059434631	1	0.814346130693067
1101955	NF1	CHCHD3	2.5943480680332787	1	0.8290626676193212
1102138	NF1	GSK3B	1.083902822031607	1	0.8383246668359836
1102139	NF1	SOS1	0.536903380963262	1	0.809721185148321
1102156	NF1	N4BP2L2	1.08299647216359	1	0.8560490133709374
1102248	NF1	TMEM131	1.0899054564960953	1	0.8025541943092677
1102249	NF1	ARID1B	0.3154918698657596	1	0.8413118398352766
1102283	NF1	CASC4	2.1815884223352686	1	0.805640775223931
1102364	NF1	ATXN1	1.3707683951969662	1	0.8132014681041437
1102394	NF1	ANK2	0.2135874655400924	1	0.8595493075556012
1102476	NF1	RBM6	2.171050158896407	1	0.8202994456140718
1102493	NF1	NSD1	1.3644640491713302	1	0.8062763434059198
1102563	NF1	MARK3	0.1875637905071104	1	0.8185105017941164
1102586	NF1	HMBOX1	0.2914343333452322	1	0.8008671592206472
1102644	NF1	TTBK2	2.550392960760405	1	0.8086600762242289
1102652	NF1	CSNK1A1	0.0955630971526043	1	0.8202614939052508
1102674	NF1	GLG1	0.3811499187807974	1	0.800639926465696
1102694	NF1	SCAPER	1.079617793901615	1	0.8355777704075181
1102705	NF1	WSB1	1.040847987945512	1	0.8149124334493413
1102751	NF1	STAG1	0.9475220661488736	1	0.8223214497090486
1102792	NF1	CLIP4	1.7396640420021168	1	0.8096271684793824
1102793	NF1	DANT2	1.2565605200988847	1	0.8170246439175215
1102801	NF1	MYO9A	1.038552801592137	1	0.8268835968518553
1102846	NF1	NCOR1	1.0395104277424176	1	0.8220751752490401
1102927	NF1	PPP2R5C	1.2518638394255563	1	0.8039211418577658
1102964	NF1	FAM135A	2.1462115635651444	1	0.814948224098598
1103047	NF1	CDK13	0.950933264987652	1	0.838922240663733
1103249	NF1	RSF1	2.1432474059027777	1	0.8117664092302099
1103254	NF1	MYCBP2	1.03769308853688	1	0.8217346821440252
1103342	NF1	NCKAP1	1.0356178005216792	1	0.8311978148620689
1103417	NF1	REPS1	0.4669970900557065	1	0.8113974410561757
1103452	NF1	PRKCA	0.0545980678751806	1	0.8004690439747478
1103531	NF1	NCOA1	0.2661062328175923	1	0.8447366966959051
1103540	NF1	TNRC6C	1.0594827312803277	1	0.8386768697701436
1103548	NF1	PAFAH1B1	1.0602202442606874	1	0.827765470677665
1103562	NF1	DIP2C	0.3785412025371795	1	0.8218062118995596
1103573	NF1	RASA1	2.0705952982125027	1	0.8224927739792419
1103594	NF1	FBXL17	0.940346978288788	1	0.8032970064179442
1103650	NF1	TTC17	0.9402327369050848	1	0.8057601042849468
1103652	NF1	MICU3	1.0583490068334145	1	0.8103108183776179
1103758	NF1	SPECC1	1.2504788625662293	1	0.8123297718048791
1103787	NF1	ERC1	1.046340745756499	1	0.8022949140084316
1103796	NF1	LRBA	2.149709009266796	1	0.8337552693559516
1103801	NF1	TAOK1	1.249195436024398	1	0.8353994457173962
1103906	NF1	DLG2	0.2092408566734475	1	0.8538814073797898
1103934	NF1	CLASP2	1.0493051472654469	1	0.856923135019845
1103967	NF1	NFAT5	0.0305293679380987	1	0.82098361948682
1104075	NF1	KAT6B	1.601956159603464	1	0.8136062060009028
1104153	NF1	SDCCAG8	0.2037269328002144	1	0.8009053792822829
1104215	NF1	MAPK10	1.5936059058740188	1	0.825090958231296
1104271	NF1	PTPRA	0.806001767938844	1	0.8177227971472734
1104278	NF1	JMJD1C	1.4534358322161776	1	0.8330387379172036
1104300	NF1	DYRK1A	0.8763234073392702	1	0.817751373508777
1104316	NF1	STXBP5	1.447275282734358	1	0.8234149000235845
1104328	NF1	PPP1R9A	0.1001832805259197	1	0.8016406736977811
1104382	NF1	KLC1	0.7992671108907514	1	0.8012648173452357
1104398	NF1	CPEB3	1.6122883728367212	1	0.8043312780393491
1104452	NF1	RBM26	0.874811599650664	1	0.8509461175540177
1104491	NF1	ACACA	0.2859618404557235	1	0.8146540693335722
1104553	NF1	ZMYM2	0.1451067590661669	1	0.8160278627526087
1104687	NF1	KMT2C	1.5811549139292966	1	0.855256445632022
1104692	NF1	SGIP1	2.0158135777940918	1	0.8355048242814056
1104696	NF1	CPEB4	0.6570044217880909	1	0.8048044852593332
1104792	NF1	MARCH6	0.7116486513981023	1	0.8137259664773
1104826	NF1	PHF21A	3.012052096966837	1	0.8127134344593863
1104911	NF1	EPC1	0.8080013103513348	1	0.8062307210304235
1105016	NF1	CPSF6	0.4200619845472861	1	0.8129999414560909
1105031	NF1	AKAP6	0.4199915946847734	1	0.8140245261150977
1105188	NF1	SBF2	0.3206881868768589	1	0.8362257740962459
1105204	NF1	ZFR	0.8093040289088987	1	0.8041751649579574
1105390	NF1	DYM	1.6380715911862382	1	0.8059195042343953
1105491	NF1	VEZT	0.4220482521049544	1	0.8087864380510191
1105723	NF1	CAMTA1	2.3753817802561827	1	0.8466298983619588
1105826	NF1	CADM2	0.4531653317649912	1	0.8283569562707765
1105885	NF1	USP33	0.7966199631109583	1	0.8015820285627406
1105920	NF1	RALGAPA1	2.4556895598138744	1	0.8493471977580818
1105923	NF1	ASCC3	2.3801675667206648	1	0.8081160097719662
1106124	NF1	SETD5	0.2033141279456777	1	0.8257147270556695
1106140	NF1	TMEM161B-AS1	1.4385452106895087	1	0.8292865732467825
1106162	NF1	GPATCH8	0.8819860801623969	1	0.8286111553728327
1106182	NF1	TTC3	1.6308368138826876	1	0.8352038319404439
1106184	NF1	AKAP9	2.024673172701927	1	0.8141197902112912
1106186	NF1	DNM1L	0.8816848691989	1	0.8134759388103809
1106204	NF1	ADK	0.6456143673163759	1	0.8044514210940947
1106241	NF1	STAU2	1.6345965556124449	1	0.8010220833671206
1106286	NF1	ATG7	2.0239409434312563	1	0.8112489490699247
1106324	NF1	LINC00486	2.455868195627635	1	0.8190878338069809
1106367	NF1	LSAMP	0.2560213049281954	1	0.8023655589642247
1106402	NF1	PTPN4	0.8808653006557412	1	0.8058682549150717
1106426	NF1	MKLN1	0.7939091128222506	1	0.8449019834347186
1106515	NF1	EXOC4	0.6899888848456615	1	0.848387035951939
1106734	NF1	UBR2	0.8346082480190358	1	0.8267834592242308
1106781	NF1	SENP6	2.5207716901724355	1	0.8484109818839253
1106931	NF1	GOLGA4	0.8519295897307103	1	0.8203890043380976
1106981	NF1	FTO	1.9813948139660664	1	0.8342455106389226
1107043	NF1	ASH1L	0.1402537152005639	1	0.8375715965799161
1107050	NF1	TMCC1	0.4160686152816082	1	0.8130200572623215
1107266	NF1	MAP4K3	0.0974609724408662	1	0.8194682296645444
1107304	NF1	TUT4	1.5071284648829726	1	0.8318584025523236
1107315	NF1	MAGI2	1.505647473385464	1	0.8578180363163634
1107341	NF1	ABI2	0.8429811155392434	1	0.8137201531819647
1107358	NF1	TBCK	0.6742800106109328	1	0.8269176872398334
1107415	NF1	ARID4B	0.8481294502334225	1	0.8169664330808436
1107425	NF1	PCNX1	1.5189457362534573	1	0.8186545847745923
1107463	NF1	FBXO11	0.3226742195069773	1	0.8165351927932127
1107470	NF1	MAGI1	1.9872864470017868	1	0.8013627430848835
1107698	NF1	KIDINS220	0.3484592518545539	1	0.8268169034190893
1107895	NF1	ATXN2	0.3410728372692267	1	0.8323775168772145
1107918	NF1	AKT3	0.4489701392017817	1	0.8661438194975213
1108042	NF1	RERE	0.3400175957401818	1	0.8244384036654991
1108154	NF1	ARL17B	0.2422350698315221	1	0.8038576999608972
1108179	NF1	TAOK3	0.817699340051806	1	0.8087370155219424
1108261	NF1	CAMSAP2	1.9003338280735735	1	0.8029014255384322
1108304	NF1	UBR5	0.8270612001445602	1	0.8263853084724339
1108342	NF1	BTRC	0.825583124294543	1	0.8071693681882314
1108358	NF1	CDKAL1	0.8259935231357898	1	0.8068113766190967
1108378	NF1	C20orf194	0.0626374840512456	1	0.8112347215287726
1108391	NF1	CCDC88A	0.196090863611266	1	0.8024547247455832
1108427	NF1	ARNT2	1.893194508514361	1	0.8117713882303735
1108490	NF1	DST	0.828613982761181	1	0.833932123168373
1108494	NF1	SRSF11	0.8553638238787467	1	0.8259355947015656
1108524	NF1	MYO6	0.102007774486174	1	0.8182883353495226
1108628	NF1	RFX3	1.477176203848629	1	0.8076561953793772
1108639	NF1	BRWD1	0.8231716050040295	1	0.824202600294525
1108670	NF1	TRIO	2.0076218996917543	1	0.8082832888555546
1108680	NF1	FAF1	0.4389975052183393	1	0.8533560774799165
1108736	NF1	EIF4G3	0.4481617187165797	1	0.8685324169644575
1108739	NF1	WDR7	1.5467259293281903	1	0.8129426314727282
1108764	NF1	ACAP2	0.8567662434349699	1	0.8085822131498596
1108800	NF1	OGA	2.4251935817980548	1	0.8306951121988086
1108832	NF1	NCAM1	0.0280417674724731	1	0.8348465764941659
1108844	NF1	SPTBN1	0.8244512866078894	1	0.8253783066868278
